Starting Bayesian optimization...

Testing configuration: depth=6, learning_rate=5e-06, loss_function=Huber, optimizer=Adadelta, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.518370, avg_acc=0.389269, avg_test_acc=0.283246
Epoch 12/20 - avg_loss=0.453231, avg_acc=0.335764, avg_test_acc=0.331852
Epoch 13/20 - avg_loss=0.453446, avg_acc=0.332194, avg_test_acc=0.338156
Epoch 14/20 - avg_loss=0.456415, avg_acc=0.328739, avg_test_acc=0.338650
Epoch 15/20 - avg_loss=0.452572, avg_acc=0.331093, avg_test_acc=0.338194
Epoch 16/20 - avg_loss=0.451289, avg_acc=0.333295, avg_test_acc=0.338574
Epoch 17/20 - avg_loss=0.452349, avg_acc=0.334738, avg_test_acc=0.331852
Epoch 18/20 - avg_loss=0.449010, avg_acc=0.337966, avg_test_acc=0.329042
Epoch 19/20 - avg_loss=0.447250, avg_acc=0.342409, avg_test_acc=0.329726
Epoch 20/20 - avg_loss=0.450941, avg_acc=0.335726, avg_test_acc=0.322511

Testing configuration: depth=10, learning_rate=0.5, loss_function=Huber, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.452445, avg_acc=0.334321, avg_test_acc=0.343928
Epoch 2/20 - avg_loss=0.448075, avg_acc=0.334207, avg_test_acc=0.334359
Epoch 3/20 - avg_loss=0.456773, avg_acc=0.332840, avg_test_acc=0.323498
Epoch 4/20 - avg_loss=0.449800, avg_acc=0.335270, avg_test_acc=0.331852
Epoch 5/20 - avg_loss=0.455215, avg_acc=0.330144, avg_test_acc=0.339143
Epoch 6/20 - avg_loss=0.454337, avg_acc=0.326612, avg_test_acc=0.327409
Epoch 7/20 - avg_loss=0.453436, avg_acc=0.337662, avg_test_acc=0.329194
Epoch 8/20 - avg_loss=0.452665, avg_acc=0.331852, avg_test_acc=0.333713
Epoch 9/20 - avg_loss=0.454729, avg_acc=0.328131, avg_test_acc=0.337359
Epoch 10/20 - avg_loss=0.450623, avg_acc=0.329498, avg_test_acc=0.323080
Epoch 11/20 - avg_loss=0.448783, avg_acc=0.336865, avg_test_acc=0.326232
Epoch 12/20 - avg_loss=0.452988, avg_acc=0.333030, avg_test_acc=0.335004
Epoch 13/20 - avg_loss=0.454463, avg_acc=0.330030, avg_test_acc=0.332308
Epoch 14/20 - avg_loss=0.451980, avg_acc=0.335612, avg_test_acc=0.340662
Epoch 15/20 - avg_loss=0.456211, avg_acc=0.328435, avg_test_acc=0.330485
Epoch 16/20 - avg_loss=0.452735, avg_acc=0.330637, avg_test_acc=0.335498
Epoch 17/20 - avg_loss=0.456450, avg_acc=0.332726, avg_test_acc=0.330333
Epoch 18/20 - avg_loss=0.446167, avg_acc=0.339029, avg_test_acc=0.327675
Epoch 19/20 - avg_loss=0.449798, avg_acc=0.339789, avg_test_acc=0.336295
Epoch 20/20 - avg_loss=0.448433, avg_acc=0.338650, avg_test_acc=0.328625

Testing configuration: depth=6, learning_rate=5e-06, loss_function=Huber, optimizer=Adagrad, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.514836, avg_acc=0.395003, avg_test_acc=0.283360
Epoch 2/20 - avg_loss=0.511507, avg_acc=0.399066, avg_test_acc=0.282828
Epoch 3/20 - avg_loss=0.509355, avg_acc=0.402332, avg_test_acc=0.282600
Epoch 4/20 - avg_loss=0.507623, avg_acc=0.404534, avg_test_acc=0.282714
Epoch 5/20 - avg_loss=0.506133, avg_acc=0.406547, avg_test_acc=0.282942
Epoch 6/20 - avg_loss=0.504809, avg_acc=0.408066, avg_test_acc=0.283056
Epoch 7/20 - avg_loss=0.503606, avg_acc=0.409850, avg_test_acc=0.283246
Epoch 8/20 - avg_loss=0.502496, avg_acc=0.410838, avg_test_acc=0.283246
Epoch 9/20 - avg_loss=0.501462, avg_acc=0.411673, avg_test_acc=0.283284
Epoch 10/20 - avg_loss=0.500491, avg_acc=0.412926, avg_test_acc=0.283398
Epoch 11/20 - avg_loss=0.499573, avg_acc=0.414103, avg_test_acc=0.283512
Epoch 12/20 - avg_loss=0.498700, avg_acc=0.415015, avg_test_acc=0.283512
Epoch 13/20 - avg_loss=0.497867, avg_acc=0.415926, avg_test_acc=0.283664
Epoch 14/20 - avg_loss=0.497069, avg_acc=0.416458, avg_test_acc=0.283816
Epoch 15/20 - avg_loss=0.496303, avg_acc=0.417293, avg_test_acc=0.283892
Epoch 16/20 - avg_loss=0.495564, avg_acc=0.417787, avg_test_acc=0.283930
Epoch 17/20 - avg_loss=0.494851, avg_acc=0.418888, avg_test_acc=0.284081
Epoch 18/20 - avg_loss=0.494162, avg_acc=0.420217, avg_test_acc=0.284195
Epoch 19/20 - avg_loss=0.493493, avg_acc=0.420977, avg_test_acc=0.284271
Epoch 20/20 - avg_loss=0.492844, avg_acc=0.421622, avg_test_acc=0.284385

Testing configuration: depth=5, learning_rate=5e-05, loss_function=Huber, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.221591, avg_acc=0.629111, avg_test_acc=0.867282
Epoch 2/20 - avg_loss=0.059843, avg_acc=0.903585, avg_test_acc=0.930812
Epoch 3/20 - avg_loss=0.050611, avg_acc=0.938179, avg_test_acc=0.943913
Epoch 4/20 - avg_loss=0.046572, avg_acc=0.948887, avg_test_acc=0.951659
Epoch 5/20 - avg_loss=0.042146, avg_acc=0.955723, avg_test_acc=0.960052
Epoch 6/20 - avg_loss=0.037222, avg_acc=0.963090, avg_test_acc=0.964684
Epoch 7/20 - avg_loss=0.033019, avg_acc=0.968862, avg_test_acc=0.970874
Epoch 8/20 - avg_loss=0.029967, avg_acc=0.971861, avg_test_acc=0.972659
Epoch 9/20 - avg_loss=0.027773, avg_acc=0.973418, avg_test_acc=0.973532
Epoch 10/20 - avg_loss=0.026203, avg_acc=0.973608, avg_test_acc=0.973266
Epoch 11/20 - avg_loss=0.025079, avg_acc=0.973760, avg_test_acc=0.974026
Epoch 12/20 - avg_loss=0.024229, avg_acc=0.973874, avg_test_acc=0.973798
Epoch 13/20 - avg_loss=0.023604, avg_acc=0.973684, avg_test_acc=0.974064
Epoch 14/20 - avg_loss=0.023083, avg_acc=0.974216, avg_test_acc=0.974026
Epoch 15/20 - avg_loss=0.022663, avg_acc=0.974216, avg_test_acc=0.974178
Epoch 16/20 - avg_loss=0.022303, avg_acc=0.974444, avg_test_acc=0.974710
Epoch 17/20 - avg_loss=0.021994, avg_acc=0.974558, avg_test_acc=0.975013
Epoch 18/20 - avg_loss=0.021769, avg_acc=0.974823, avg_test_acc=0.974899
Epoch 19/20 - avg_loss=0.021578, avg_acc=0.975203, avg_test_acc=0.975279
Epoch 20/20 - avg_loss=0.021425, avg_acc=0.975545, avg_test_acc=0.975317

Testing configuration: depth=10, learning_rate=5e-05, loss_function=L1, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.542476, avg_acc=0.600858, avg_test_acc=0.842675
Epoch 2/20 - avg_loss=0.215747, avg_acc=0.877383, avg_test_acc=0.911217
Epoch 3/20 - avg_loss=0.156943, avg_acc=0.920065, avg_test_acc=0.926445
Epoch 4/20 - avg_loss=0.140325, avg_acc=0.940002, avg_test_acc=0.943761
Epoch 5/20 - avg_loss=0.129747, avg_acc=0.945204, avg_test_acc=0.944672
Epoch 6/20 - avg_loss=0.122259, avg_acc=0.948128, avg_test_acc=0.951508
Epoch 7/20 - avg_loss=0.116619, avg_acc=0.951546, avg_test_acc=0.954621
Epoch 8/20 - avg_loss=0.112236, avg_acc=0.956102, avg_test_acc=0.957621
Epoch 9/20 - avg_loss=0.108817, avg_acc=0.959330, avg_test_acc=0.959748
Epoch 10/20 - avg_loss=0.106113, avg_acc=0.961950, avg_test_acc=0.963811
Epoch 11/20 - avg_loss=0.103962, avg_acc=0.964115, avg_test_acc=0.964836
Epoch 12/20 - avg_loss=0.102287, avg_acc=0.965520, avg_test_acc=0.966545
Epoch 13/20 - avg_loss=0.100897, avg_acc=0.967343, avg_test_acc=0.967874
Epoch 14/20 - avg_loss=0.099778, avg_acc=0.968026, avg_test_acc=0.968937
Epoch 15/20 - avg_loss=0.098880, avg_acc=0.968596, avg_test_acc=0.968406
Epoch 16/20 - avg_loss=0.098088, avg_acc=0.969165, avg_test_acc=0.969545
Epoch 17/20 - avg_loss=0.097365, avg_acc=0.970077, avg_test_acc=0.969887
Epoch 18/20 - avg_loss=0.096756, avg_acc=0.970380, avg_test_acc=0.970229
Epoch 19/20 - avg_loss=0.096146, avg_acc=0.970494, avg_test_acc=0.970874
Epoch 20/20 - avg_loss=0.095585, avg_acc=0.970039, avg_test_acc=0.970988

Testing configuration: depth=9, learning_rate=5e-05, loss_function=Huber, optimizer=Adadelta, normalization=none
Epoch 1/20 - avg_loss=0.485840, avg_acc=0.343320, avg_test_acc=0.344118
Epoch 2/20 - avg_loss=0.483504, avg_acc=0.344498, avg_test_acc=0.345333
Epoch 3/20 - avg_loss=0.481171, avg_acc=0.345789, avg_test_acc=0.346510
Epoch 4/20 - avg_loss=0.478844, avg_acc=0.347042, avg_test_acc=0.347725
Epoch 5/20 - avg_loss=0.476530, avg_acc=0.348181, avg_test_acc=0.348447
Epoch 6/20 - avg_loss=0.474216, avg_acc=0.348789, avg_test_acc=0.349282
Epoch 7/20 - avg_loss=0.471907, avg_acc=0.349662, avg_test_acc=0.349700
Epoch 8/20 - avg_loss=0.469610, avg_acc=0.349738, avg_test_acc=0.350080
Epoch 9/20 - avg_loss=0.467316, avg_acc=0.350839, avg_test_acc=0.351675
Epoch 10/20 - avg_loss=0.465033, avg_acc=0.352586, avg_test_acc=0.353383
Epoch 11/20 - avg_loss=0.462756, avg_acc=0.354485, avg_test_acc=0.355282
Epoch 12/20 - avg_loss=0.460490, avg_acc=0.355890, avg_test_acc=0.356421
Epoch 13/20 - avg_loss=0.458237, avg_acc=0.356801, avg_test_acc=0.357295
Epoch 14/20 - avg_loss=0.455988, avg_acc=0.357637, avg_test_acc=0.358244
Epoch 15/20 - avg_loss=0.453765, avg_acc=0.358928, avg_test_acc=0.359231
Epoch 16/20 - avg_loss=0.451542, avg_acc=0.359763, avg_test_acc=0.360333
Epoch 17/20 - avg_loss=0.449335, avg_acc=0.361092, avg_test_acc=0.361966
Epoch 18/20 - avg_loss=0.447143, avg_acc=0.360750, avg_test_acc=0.359193
Epoch 19/20 - avg_loss=0.444964, avg_acc=0.359459, avg_test_acc=0.359953
Epoch 20/20 - avg_loss=0.442806, avg_acc=0.360523, avg_test_acc=0.361168

Testing configuration: depth=9, learning_rate=5e-05, loss_function=Huber, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.210745, avg_acc=0.651819, avg_test_acc=0.864927
Epoch 2/20 - avg_loss=0.056798, avg_acc=0.904040, avg_test_acc=0.931837
Epoch 3/20 - avg_loss=0.038969, avg_acc=0.932673, avg_test_acc=0.940002
Epoch 4/20 - avg_loss=0.033749, avg_acc=0.944368, avg_test_acc=0.961419
Epoch 5/20 - avg_loss=0.030490, avg_acc=0.958191, avg_test_acc=0.964115
Epoch 6/20 - avg_loss=0.028215, avg_acc=0.963317, avg_test_acc=0.966241
Epoch 7/20 - avg_loss=0.026851, avg_acc=0.965026, avg_test_acc=0.967267
Epoch 8/20 - avg_loss=0.025988, avg_acc=0.966583, avg_test_acc=0.967343
Epoch 9/20 - avg_loss=0.025257, avg_acc=0.967760, avg_test_acc=0.968330
Epoch 10/20 - avg_loss=0.024572, avg_acc=0.968672, avg_test_acc=0.968824
Epoch 11/20 - avg_loss=0.023977, avg_acc=0.969469, avg_test_acc=0.971482
Epoch 12/20 - avg_loss=0.023445, avg_acc=0.970722, avg_test_acc=0.970001
Epoch 13/20 - avg_loss=0.022957, avg_acc=0.971254, avg_test_acc=0.971406
Epoch 14/20 - avg_loss=0.022492, avg_acc=0.972013, avg_test_acc=0.973380
Epoch 15/20 - avg_loss=0.021946, avg_acc=0.972431, avg_test_acc=0.972545
Epoch 16/20 - avg_loss=0.021322, avg_acc=0.973988, avg_test_acc=0.974710
Epoch 17/20 - avg_loss=0.020422, avg_acc=0.975735, avg_test_acc=0.976228
Epoch 18/20 - avg_loss=0.019235, avg_acc=0.977026, avg_test_acc=0.977102
Epoch 19/20 - avg_loss=0.018117, avg_acc=0.979076, avg_test_acc=0.979684
Epoch 20/20 - avg_loss=0.017382, avg_acc=0.980785, avg_test_acc=0.981507

Testing configuration: depth=10, learning_rate=5e-05, loss_function=Huber, optimizer=Adam, normalization=0_to_2pi
Epoch 1/20 - avg_loss=0.206990, avg_acc=0.691312, avg_test_acc=0.267677
Epoch 2/20 - avg_loss=0.153330, avg_acc=0.775879, avg_test_acc=0.234981
Epoch 3/20 - avg_loss=0.149938, avg_acc=0.775955, avg_test_acc=0.214931
Epoch 4/20 - avg_loss=0.148038, avg_acc=0.772803, avg_test_acc=0.221159
Epoch 5/20 - avg_loss=0.146508, avg_acc=0.775044, avg_test_acc=0.228488
Epoch 6/20 - avg_loss=0.145343, avg_acc=0.772613, avg_test_acc=0.257576
Epoch 7/20 - avg_loss=0.144119, avg_acc=0.771930, avg_test_acc=0.254880
Epoch 8/20 - avg_loss=0.143095, avg_acc=0.773866, avg_test_acc=0.249943
Epoch 9/20 - avg_loss=0.142233, avg_acc=0.775347, avg_test_acc=0.243943
Epoch 10/20 - avg_loss=0.141288, avg_acc=0.776449, avg_test_acc=0.224425
Epoch 11/20 - avg_loss=0.140667, avg_acc=0.776373, avg_test_acc=0.226399
Epoch 12/20 - avg_loss=0.140007, avg_acc=0.775385, avg_test_acc=0.235133
Epoch 13/20 - avg_loss=0.139061, avg_acc=0.778689, avg_test_acc=0.252943
Epoch 14/20 - avg_loss=0.138600, avg_acc=0.779069, avg_test_acc=0.253513
Epoch 15/20 - avg_loss=0.137917, avg_acc=0.778575, avg_test_acc=0.266348
Epoch 16/20 - avg_loss=0.137474, avg_acc=0.776715, avg_test_acc=0.269727
Epoch 17/20 - avg_loss=0.136935, avg_acc=0.780284, avg_test_acc=0.267905
Epoch 18/20 - avg_loss=0.136611, avg_acc=0.776790, avg_test_acc=0.273145
Epoch 19/20 - avg_loss=0.136213, avg_acc=0.780816, avg_test_acc=0.268398
Epoch 20/20 - avg_loss=0.136086, avg_acc=0.779904, avg_test_acc=0.275158

Testing configuration: depth=6, learning_rate=5e-05, loss_function=Huber, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.211904, avg_acc=0.646844, avg_test_acc=0.878522
Epoch 2/20 - avg_loss=0.051091, avg_acc=0.899787, avg_test_acc=0.911711
Epoch 3/20 - avg_loss=0.040118, avg_acc=0.918243, avg_test_acc=0.930204
Epoch 4/20 - avg_loss=0.035936, avg_acc=0.937533, avg_test_acc=0.947330
Epoch 5/20 - avg_loss=0.033337, avg_acc=0.957393, avg_test_acc=0.969279
Epoch 6/20 - avg_loss=0.031617, avg_acc=0.969697, avg_test_acc=0.971710
Epoch 7/20 - avg_loss=0.030199, avg_acc=0.971786, avg_test_acc=0.973532
Epoch 8/20 - avg_loss=0.029000, avg_acc=0.974368, avg_test_acc=0.975431
Epoch 9/20 - avg_loss=0.027775, avg_acc=0.975887, avg_test_acc=0.976304
Epoch 10/20 - avg_loss=0.026484, avg_acc=0.976304, avg_test_acc=0.976304
Epoch 11/20 - avg_loss=0.024848, avg_acc=0.976912, avg_test_acc=0.977216
Epoch 12/20 - avg_loss=0.022924, avg_acc=0.975887, avg_test_acc=0.975849
Epoch 13/20 - avg_loss=0.021704, avg_acc=0.976608, avg_test_acc=0.976722
Epoch 14/20 - avg_loss=0.021112, avg_acc=0.977064, avg_test_acc=0.977292
Epoch 15/20 - avg_loss=0.020814, avg_acc=0.977671, avg_test_acc=0.977937
Epoch 16/20 - avg_loss=0.020594, avg_acc=0.978051, avg_test_acc=0.978507
Epoch 17/20 - avg_loss=0.020473, avg_acc=0.978241, avg_test_acc=0.978811
Epoch 18/20 - avg_loss=0.020365, avg_acc=0.978507, avg_test_acc=0.978849
Epoch 19/20 - avg_loss=0.020253, avg_acc=0.978659, avg_test_acc=0.978925
Epoch 20/20 - avg_loss=0.020170, avg_acc=0.978811, avg_test_acc=0.978735

Testing configuration: depth=10, learning_rate=5e-05, loss_function=L2, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.427279, avg_acc=0.629946, avg_test_acc=0.864586
Epoch 2/20 - avg_loss=0.101832, avg_acc=0.918129, avg_test_acc=0.940115
Epoch 3/20 - avg_loss=0.072156, avg_acc=0.954014, avg_test_acc=0.958571
Epoch 4/20 - avg_loss=0.060030, avg_acc=0.962748, avg_test_acc=0.962824
Epoch 5/20 - avg_loss=0.051182, avg_acc=0.967646, avg_test_acc=0.965064
Epoch 6/20 - avg_loss=0.045454, avg_acc=0.970267, avg_test_acc=0.969811
Epoch 7/20 - avg_loss=0.042201, avg_acc=0.973191, avg_test_acc=0.974178
Epoch 8/20 - avg_loss=0.040144, avg_acc=0.974899, avg_test_acc=0.976077
Epoch 9/20 - avg_loss=0.038704, avg_acc=0.976153, avg_test_acc=0.977216
Epoch 10/20 - avg_loss=0.037560, avg_acc=0.976950, avg_test_acc=0.976988
Epoch 11/20 - avg_loss=0.036685, avg_acc=0.976760, avg_test_acc=0.977064
Epoch 12/20 - avg_loss=0.035999, avg_acc=0.977026, avg_test_acc=0.977216
Epoch 13/20 - avg_loss=0.035464, avg_acc=0.976874, avg_test_acc=0.977899
Epoch 14/20 - avg_loss=0.034986, avg_acc=0.977444, avg_test_acc=0.977861
Epoch 15/20 - avg_loss=0.034583, avg_acc=0.977709, avg_test_acc=0.977406
Epoch 16/20 - avg_loss=0.034234, avg_acc=0.977671, avg_test_acc=0.978545
Epoch 17/20 - avg_loss=0.033937, avg_acc=0.978203, avg_test_acc=0.978089
Epoch 18/20 - avg_loss=0.033683, avg_acc=0.977937, avg_test_acc=0.978355
Epoch 19/20 - avg_loss=0.033429, avg_acc=0.977785, avg_test_acc=0.978621
Epoch 20/20 - avg_loss=0.033259, avg_acc=0.978203, avg_test_acc=0.978735

Testing configuration: depth=4, learning_rate=5e-05, loss_function=Huber, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.227050, avg_acc=0.616883, avg_test_acc=0.837586
Epoch 2/20 - avg_loss=0.079300, avg_acc=0.859573, avg_test_acc=0.878028
Epoch 3/20 - avg_loss=0.051246, avg_acc=0.899294, avg_test_acc=0.923521
Epoch 4/20 - avg_loss=0.039046, avg_acc=0.935976, avg_test_acc=0.955191
Epoch 5/20 - avg_loss=0.035646, avg_acc=0.953330, avg_test_acc=0.959292
Epoch 6/20 - avg_loss=0.034131, avg_acc=0.959482, avg_test_acc=0.963849
Epoch 7/20 - avg_loss=0.033182, avg_acc=0.964343, avg_test_acc=0.965824
Epoch 8/20 - avg_loss=0.032441, avg_acc=0.966925, avg_test_acc=0.968482
Epoch 9/20 - avg_loss=0.031850, avg_acc=0.968064, avg_test_acc=0.969963
Epoch 10/20 - avg_loss=0.031408, avg_acc=0.969279, avg_test_acc=0.970001
Epoch 11/20 - avg_loss=0.030987, avg_acc=0.970077, avg_test_acc=0.971823
Epoch 12/20 - avg_loss=0.030685, avg_acc=0.971140, avg_test_acc=0.971786
Epoch 13/20 - avg_loss=0.030386, avg_acc=0.970684, avg_test_acc=0.973001
Epoch 14/20 - avg_loss=0.030128, avg_acc=0.971710, avg_test_acc=0.972317
Epoch 15/20 - avg_loss=0.029936, avg_acc=0.972355, avg_test_acc=0.971558
Epoch 16/20 - avg_loss=0.029738, avg_acc=0.972849, avg_test_acc=0.972165
Epoch 17/20 - avg_loss=0.029581, avg_acc=0.972583, avg_test_acc=0.973532
Epoch 18/20 - avg_loss=0.029437, avg_acc=0.973266, avg_test_acc=0.974254
Epoch 19/20 - avg_loss=0.029298, avg_acc=0.973115, avg_test_acc=0.972317
Epoch 20/20 - avg_loss=0.029189, avg_acc=0.973153, avg_test_acc=0.974026

Testing configuration: depth=3, learning_rate=0.005, loss_function=Huber, optimizer=Adam, normalization=none
Epoch 1/20 - avg_loss=0.045950, avg_acc=0.926179, avg_test_acc=0.912964
Epoch 2/20 - avg_loss=0.034893, avg_acc=0.949951, avg_test_acc=0.962406
Epoch 3/20 - avg_loss=0.034793, avg_acc=0.950558, avg_test_acc=0.958799
Epoch 4/20 - avg_loss=0.034590, avg_acc=0.950444, avg_test_acc=0.935293
Epoch 5/20 - avg_loss=0.034598, avg_acc=0.949381, avg_test_acc=0.966127
Epoch 6/20 - avg_loss=0.034824, avg_acc=0.950748, avg_test_acc=0.956406
Epoch 7/20 - avg_loss=0.034690, avg_acc=0.951014, avg_test_acc=0.957849
Epoch 8/20 - avg_loss=0.034594, avg_acc=0.951052, avg_test_acc=0.957773
Epoch 9/20 - avg_loss=0.034733, avg_acc=0.948432, avg_test_acc=0.969735
Epoch 10/20 - avg_loss=0.034763, avg_acc=0.950672, avg_test_acc=0.962862
Epoch 11/20 - avg_loss=0.034754, avg_acc=0.949875, avg_test_acc=0.953938
Epoch 12/20 - avg_loss=0.034646, avg_acc=0.949837, avg_test_acc=0.955647
Epoch 13/20 - avg_loss=0.035025, avg_acc=0.948508, avg_test_acc=0.961077
Epoch 14/20 - avg_loss=0.034892, avg_acc=0.949229, avg_test_acc=0.966925
Epoch 15/20 - avg_loss=0.034692, avg_acc=0.950216, avg_test_acc=0.906812
Epoch 16/20 - avg_loss=0.034790, avg_acc=0.950103, avg_test_acc=0.958457
Epoch 17/20 - avg_loss=0.034611, avg_acc=0.949837, avg_test_acc=0.884560
Epoch 18/20 - avg_loss=0.034648, avg_acc=0.950292, avg_test_acc=0.965140
Epoch 19/20 - avg_loss=0.034759, avg_acc=0.951166, avg_test_acc=0.969963
Epoch 20/20 - avg_loss=0.034935, avg_acc=0.950027, avg_test_acc=0.966279

Testing configuration: depth=1, learning_rate=5e-05, loss_function=Huber, optimizer=Adam, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.313320, avg_acc=0.440039, avg_test_acc=0.442014
Epoch 2/20 - avg_loss=0.255139, avg_acc=0.587947, avg_test_acc=0.426597
Epoch 3/20 - avg_loss=0.249318, avg_acc=0.581681, avg_test_acc=0.416572
Epoch 4/20 - avg_loss=0.245758, avg_acc=0.586124, avg_test_acc=0.413762
Epoch 5/20 - avg_loss=0.244359, avg_acc=0.585821, avg_test_acc=0.411331
Epoch 6/20 - avg_loss=0.243930, avg_acc=0.585441, avg_test_acc=0.411749
Epoch 7/20 - avg_loss=0.243817, avg_acc=0.583011, avg_test_acc=0.412015
Epoch 8/20 - avg_loss=0.243723, avg_acc=0.582745, avg_test_acc=0.410496
Epoch 9/20 - avg_loss=0.243651, avg_acc=0.582403, avg_test_acc=0.411293
Epoch 10/20 - avg_loss=0.243595, avg_acc=0.581985, avg_test_acc=0.411597
Epoch 11/20 - avg_loss=0.243546, avg_acc=0.581833, avg_test_acc=0.413838
Epoch 12/20 - avg_loss=0.243492, avg_acc=0.579745, avg_test_acc=0.407572
Epoch 13/20 - avg_loss=0.243423, avg_acc=0.580428, avg_test_acc=0.402597
Epoch 14/20 - avg_loss=0.243390, avg_acc=0.582593, avg_test_acc=0.408180
Epoch 15/20 - avg_loss=0.243332, avg_acc=0.579479, avg_test_acc=0.409167
Epoch 16/20 - avg_loss=0.243283, avg_acc=0.578606, avg_test_acc=0.398838
Epoch 17/20 - avg_loss=0.243228, avg_acc=0.580694, avg_test_acc=0.400053
Epoch 18/20 - avg_loss=0.243184, avg_acc=0.578720, avg_test_acc=0.396028
Epoch 19/20 - avg_loss=0.243109, avg_acc=0.578454, avg_test_acc=0.390864
Epoch 20/20 - avg_loss=0.243021, avg_acc=0.578757, avg_test_acc=0.393522

Testing configuration: depth=7, learning_rate=0.5, loss_function=L1, optimizer=SGD, normalization=none
Epoch 1/20 - avg_loss=0.844841, avg_acc=0.332194, avg_test_acc=0.335498
Epoch 2/20 - avg_loss=0.842239, avg_acc=0.332916, avg_test_acc=0.325055
Epoch 3/20 - avg_loss=0.843535, avg_acc=0.331549, avg_test_acc=0.323346
Epoch 4/20 - avg_loss=0.847747, avg_acc=0.329004, avg_test_acc=0.335840
Epoch 5/20 - avg_loss=0.846109, avg_acc=0.330789, avg_test_acc=0.335991
Epoch 6/20 - avg_loss=0.841978, avg_acc=0.333713, avg_test_acc=0.335878
Epoch 7/20 - avg_loss=0.840040, avg_acc=0.335650, avg_test_acc=0.324485
Epoch 8/20 - avg_loss=0.840413, avg_acc=0.336865, avg_test_acc=0.332270
Epoch 9/20 - avg_loss=0.847610, avg_acc=0.332954, avg_test_acc=0.328093
Epoch 10/20 - avg_loss=0.844274, avg_acc=0.330713, avg_test_acc=0.335991
Epoch 11/20 - avg_loss=0.845452, avg_acc=0.331587, avg_test_acc=0.323954
Epoch 12/20 - avg_loss=0.841426, avg_acc=0.334662, avg_test_acc=0.330068
Epoch 13/20 - avg_loss=0.840851, avg_acc=0.339029, avg_test_acc=0.334890
Epoch 14/20 - avg_loss=0.839570, avg_acc=0.336105, avg_test_acc=0.321448
Epoch 15/20 - avg_loss=0.840154, avg_acc=0.332118, avg_test_acc=0.337852
Epoch 16/20 - avg_loss=0.845047, avg_acc=0.332080, avg_test_acc=0.343700
Epoch 17/20 - avg_loss=0.840017, avg_acc=0.336067, avg_test_acc=0.336295
Epoch 18/20 - avg_loss=0.841239, avg_acc=0.336485, avg_test_acc=0.330941
Epoch 19/20 - avg_loss=0.834014, avg_acc=0.342903, avg_test_acc=0.331283
Epoch 20/20 - avg_loss=0.848580, avg_acc=0.330030, avg_test_acc=0.334586

Testing configuration: depth=10, learning_rate=5e-05, loss_function=Huber, optimizer=SGD, normalization=none
Epoch 1/20 - avg_loss=0.305175, avg_acc=0.496696, avg_test_acc=0.649123
Epoch 2/20 - avg_loss=0.108169, avg_acc=0.753399, avg_test_acc=0.829688
Epoch 3/20 - avg_loss=0.076634, avg_acc=0.856991, avg_test_acc=0.874573
Epoch 4/20 - avg_loss=0.058227, avg_acc=0.884066, avg_test_acc=0.902749
Epoch 5/20 - avg_loss=0.046566, avg_acc=0.911711, avg_test_acc=0.920141
Epoch 6/20 - avg_loss=0.041457, avg_acc=0.933470, avg_test_acc=0.933394
Epoch 7/20 - avg_loss=0.038353, avg_acc=0.941786, avg_test_acc=0.944558
Epoch 8/20 - avg_loss=0.036059, avg_acc=0.948394, avg_test_acc=0.949039
Epoch 9/20 - avg_loss=0.034250, avg_acc=0.953824, avg_test_acc=0.954090
Epoch 10/20 - avg_loss=0.032706, avg_acc=0.956368, avg_test_acc=0.959520
Epoch 11/20 - avg_loss=0.031372, avg_acc=0.959900, avg_test_acc=0.961305
Epoch 12/20 - avg_loss=0.030176, avg_acc=0.961457, avg_test_acc=0.961950
Epoch 13/20 - avg_loss=0.029095, avg_acc=0.962216, avg_test_acc=0.963128
Epoch 14/20 - avg_loss=0.028125, avg_acc=0.963545, avg_test_acc=0.965406
Epoch 15/20 - avg_loss=0.027234, avg_acc=0.965178, avg_test_acc=0.966165
Epoch 16/20 - avg_loss=0.026429, avg_acc=0.965710, avg_test_acc=0.966621
Epoch 17/20 - avg_loss=0.025691, avg_acc=0.966241, avg_test_acc=0.967760
Epoch 18/20 - avg_loss=0.025042, avg_acc=0.967267, avg_test_acc=0.968406
Epoch 19/20 - avg_loss=0.024426, avg_acc=0.968140, avg_test_acc=0.966241
Epoch 20/20 - avg_loss=0.023901, avg_acc=0.967988, avg_test_acc=0.969659

Testing configuration: depth=3, learning_rate=0.005, loss_function=Huber, optimizer=Adadelta, normalization=none
Epoch 1/20 - avg_loss=0.390736, avg_acc=0.360257, avg_test_acc=0.413800
Epoch 2/20 - avg_loss=0.300873, avg_acc=0.460735, avg_test_acc=0.501595
Epoch 3/20 - avg_loss=0.253096, avg_acc=0.524569, avg_test_acc=0.544771
